,0
304,1116604371909824512
305,1031391532287451136
306,1205590198618226688
307,1197674021640212480
308,128812352
309,1166072490717798400
310,1205030769489367040
311,1200757593112596480
312,829204167881285632
313,1045304424317341696
314,742913176145006592
315,1138410204507148288
316,1205318828747415552
317,2367120582
318,1082201319543209984
319,123542908
320,1196990773612298240
321,1184474536143511552
322,2800361402
323,1156404472626573312
324,1126420113119268864
325,1100748883225792512
326,1565805266
327,98942799
328,97441148
329,2946803768
330,2572955923
331,1206140690658283520
332,1205107059831689216
333,1107266121483194368
334,1143740779749421056
335,1089736117677568000
336,1105297024843436032
337,1172959955248304128
338,311225799
339,1186289899227344896
340,804034292
341,1203579592457347072
342,1174312626634907648
343,1183788537717522432
344,2738972090
345,1061502327348031488
346,252997912
347,971164374961414144
348,1120540125937717248
349,1188225918013038592
350,1105105988820992000
351,1132104272986791936
352,1117320649876238336
353,3414464114
354,153280000
355,2946803768
356,150864713
357,1123216146659008512
358,1158009761935192064
359,1166600518095069184
360,1184650632537329664
361,1205783642921811968
362,840034675192086528
363,955431203493982208
364,1107266121483194368
365,1185813058129543168
366,1187258798269960192
367,1113133146088734720
368,1070521174063374336
369,1204823716137295872
370,1107306823135068160
371,121756119
372,1196655533777981440
373,1179233180580073472
374,1493243972
375,1156573192368074752
376,2173906506
377,135937818
378,866759212323426304
379,1192007300455657472
380,936095327534268416
381,1199946919776333824
382,1396627880
383,1074224308442914816
384,1205550958559793152
385,1176804332626305024
386,1106529474579828736
387,1122885883508797440
388,1196345670698819584
389,1053088731173810176
390,3195631838
391,163030507
392,1159679888124628992
393,1512163272
394,1111163227612676096
395,996995504432078848
396,1186178993625518080
397,967849458120712192
398,417719931
399,303830133
400,1196005638972661760
401,1189461927908372480
402,1025009702629867520
403,1149636579264094208
404,1166274956675600384
405,1189858055522938880
406,334692401
407,220261327
408,1203520910789099520
409,1014121672612315136
410,1198194527351103488
411,1203520910789099520
412,1203641035907309568
413,726610728786882560
414,1192088670225891328
415,1203520910789099520
416,1045379226247938048
417,2580569905
418,1149332673032155136
419,1105029927869603840
420,1203520910789099520
421,929152631339024384
422,709641773987930112
423,2894677454
424,1203520910789099520
425,1082553223930535936
426,4243102033
427,1112734647857938432
428,1204724408314683392
429,1109405513660289024
430,1157336049103675392
431,1002352571724357632
432,162650265
433,88895009
434,1953617413
435,1201820445806215168
436,1194402208176979968
437,1143111434445787136
438,1204053969602899968
439,1202595844123320320
440,1194791242175000576
441,844222534480515072
442,1191021187683340288
443,847113772426706944
444,1148807297335848960
445,1073246369769353216
446,889741037635227648
447,1087333318469681152
448,928319429259149312
449,4659193754
450,1201736043545841664
451,1184661735841685504
452,184406728
453,4855160933
454,1192963107779497984
455,4428458172
456,1057143112131215360
457,1093445656528580608
458,1205866070004977664
459,1083313334395392000
460,1205030958673453056
461,1046641747605032960
462,1102534605683544064
463,230149277
464,1182416734646521856
465,1179447199274426368
466,1156608349120520192
467,1192814556386598912
468,1192098565872447488
469,1196355324376018944
470,1200367335594434560
471,2821555328
472,843042504760942592
473,866598330565918720
474,1118391568975716352
475,1194791242175000576
476,961609969018613760
477,269644394
478,1668041708
479,272511654
480,796706065177903104
481,1040872846778486784
482,196329746
483,1135852834065223680
484,1078793539528536064
485,1180751107657801728
486,1106006093673582592
487,1174317598353178624
488,1189120507443965952
489,1198620526979117056
490,1171412839803871232
491,2912574518
492,950406936121372672
493,1194992693190877184
494,1126489703706836992
495,3018232849
496,1167410596398153728
497,795441299763568640
498,1076348154981736448
499,842296326117179392
500,1043375791575375872
501,1193271328071020544
502,310754534
503,1196485044023562240
504,1177981258401382400
505,1191242758754713600
506,919091506127892480
507,1030090041832271872
508,1114720201348505600
509,916987313892188160
510,1190529305287090176
511,2337525962
512,1196441662706212864
513,145242853
514,1203571829295603712
515,1139347067938017280
516,1087588856101097472
517,118205038
518,1141383154814599168
519,1162880148057669632
520,945667286190272512
521,889068345206554624
522,960430396411338752
523,146135912
524,1084706384560586752
525,1191224658214838272
526,1193901541691817984
527,163437824
528,848509446
529,1182768181401677824
530,1116965077880410112
531,3018232849
532,1203373764517466112
533,1199541183829032960
534,1183687914070241280
535,1196473401138827264
536,1070276357760835584
537,1123147128115793920
538,1130806736208588800
539,1172441504037498880
540,1175708089930043392
541,1198479786609262592
542,1169809683546173440
543,3069593306
544,1204249314265989120
545,145179837
546,1186916394752860160
547,1186978122219970560
548,1132479816303751168
549,53589156
550,945941995456827392
551,1568013300
552,4848685412
553,1184156106588704768
554,1199647750465437696
555,1013341418536882176
556,1204366173032218624
557,1203699517742170112
558,1200794154382397440
559,1204995644869337088
560,1203636115967639552
561,715510630724165632
562,1198094320458354688
563,1168355291697577984
564,1199531846591111168
565,1179704588389085184
566,482833828
567,975978946754887680
568,3015040840
569,1179923185266855936
570,1199953002548940800
571,1116643916990652416
572,742613039006941184
573,1087724219088158720
574,1181938825590759424
575,124094768
576,1177440114936401920
577,1138811230347354112
578,1199531846591111168
579,1204674485573406720
580,1202173695202152448
581,866412072631885824
582,873842847186911232
583,1197867394724585472
584,1204910301927231488
585,1197887647198240768
586,1197887647198240768
587,1204260136790839296
588,1166008479955341312
589,1198590721462173696
590,1162747519
591,1199309533379616768
592,1175736111915622400
593,1151062085201088512
594,1172308326928961536
595,1204659478454362112
596,1168501892223135744
597,1191753863524577280
598,1189888990263963648
599,1198913312320147456
600,1203708667339558912
601,1204967320755437568
602,950302950743728128
603,1189890420370632704
604,346098327
605,1131072377457188864
606,1189411567864963072
607,1204664198740893696
608,1181467953516044288
609,1197709694413889536
610,1850882522
611,920307501748297728
612,1185904474218553344
613,1194639110876434432
614,1072725248926044160
615,1174936925188214784
616,1850882522
617,1202612539852492800
618,1180864923951173632
619,1180285255376240640
620,1143842672588644352
621,1204807932916846592
622,976337629334523904
623,1200785057020907520
624,1120121826397442048
625,1181164922257858560
626,1204719057804517376
627,2365170697
628,1192615328884244480
629,1203252404977725440
630,1135380530491404288
631,976017290696142848
632,1178257642759704576
633,1200593818162278400
634,1200636589203812352
635,1202173723106783232
636,1200789184115400704
637,87647337
638,1086820769919787008
639,1115942322313646080
640,1192470028513210368
641,2657659495
642,1205083727858024448
643,1173225526716067840
644,1167349771599638528
645,1957134403
646,1197086680416579584
647,1203832245166821376
648,4619922378
649,1182270441060208640
650,1194188673149030400
651,2917553322
652,151649887
653,1198629749959970816
654,1199269038452428800
655,1201809277771345920
656,1161188709028339712
657,525547231
658,1198900340931743744
659,15285337
660,1197913263671042048
661,1203071022720786432
662,1160421689496178688
663,1202156585373405184
664,1132076994986799104
665,1201827257288781824
666,1129386831613648896
667,923358735858155520
668,1031798919959699456
669,1137929496940560384
670,51209763
671,1197479423777239040
672,698123942544826368
673,921528486216400896
674,1127821575221329920
675,1059136924974116864
676,1197086680416579584
677,1203485406680862720
678,1109318141157359616
679,1120542883382059008
680,1200260483846008832
681,1077377303603073024
682,1197709694413889536
683,1195583193937694720
684,167281915
685,3296842230
686,1199254157376442368
687,1202818262049775616
688,1204789523676155904
689,1200079623045963776
690,1198900340931743744
691,1197529739449315328
692,1142377410219745280
693,804254305595162624
694,1197746671972540416
695,992033849063292928
696,1202002983195594752
697,1484279882
698,1014325823103307776
699,1203563458957991936
700,1200757351197708288
701,546083727
702,1176894809274896384
703,1153521339564609536
704,1205059409795137536
705,1187917537540857856
706,1200776621608751104
707,1196622863299727360
708,1198463324737826816
709,1102541854946586624
710,1198322505259180032
711,43390722
712,898187064927059968
713,1155414771509780480
714,1197086680416579584
715,1189410487722659840
716,982085941119434752
717,1181230890623438848
718,1204758210961268736
719,972468455482974208
720,1193129240524292096
721,1125998436229177344
722,614033323
723,105506823
724,1202964537332260864
725,1201826715397263360
726,1131506041869365248
727,1131809424165806080
728,1200761823655383040
729,1197894718333575168
730,238618723
731,1195274539640340480
732,1104759967125430272
733,1200780321467199488
734,1013394559630372864
735,1200315169194164224
736,1199942919102357504
737,748402688967073792
738,1196199081971896320
739,121907260
740,1184376290389848064
741,1200362141385023488
742,1199159634784747520
743,1190412275535888384
744,1202173695202152448
745,974588384130711552
746,1200992421632282624
747,3745538892
748,985381570071556096
749,1120160947048337408
750,15285337
751,144767987
752,369448638
753,1202964537332260864
754,705405561546780672
755,3016911536
756,1178146636293263360
757,323635375
758,1046335240778571776
759,1196609479481147392
760,1202078179659259904
761,1162262958279282688
762,1115160700257570816
763,1168196944503525376
764,1160787343046893568
765,1203168661105590272
766,1058720479341498368
767,1198138424739422208
768,1160421689496178688
769,832423895978307584
770,1068388962455060480
771,1192928057033510912
772,1202860481481830400
773,1120995570292682752
774,1200079623045963776
775,1084487398841438208
776,1185600595656245248
777,1140392498851749888
778,1162038525220364288
779,1160610247863611392
780,1197086680416579584
781,1197709694413889536
782,1139347017233137664
783,3197355643
784,1191214409563029504
785,1196655533777981440
786,1200728095608565760
787,1200761823655383040
788,1024559310913777664
789,1152062482095017984
790,1092443607070433280
791,1202138480869920768
792,1151459568381120512
793,1160421689496178688
794,1103058934846283776
795,1199951143616548864
796,1189439297792827392
797,1202120243314929664
798,3186582162
799,1190661795146416128
800,1195656270679662592
801,1101092231652433920
802,1197416019272359936
803,1201826715397263360
804,459252580
805,1197806191033778176
806,1199113847422046208
807,1158956108150476800
808,213320007
809,1186079086944194560
810,1185587528700588032
811,1167299372406599680
812,1193374383663800320
813,1156028266374787072
814,1204275091216850944
815,1197894718333575168
816,1193650146401112064
817,779285057487765504
818,477330923
819,1201139635209916416
820,1194247537034584064
821,1183519677328351232
822,1199713210355466240
823,15285337
824,1188437890713280512
825,1099919282
826,1194033381995999232
827,874203648066060288
828,1185580974886797312
829,1201296411515600896
830,1201129113483792384
831,1197671338854404096
832,781686199702487040
833,1199182840241352704
834,1180705614260916224
835,323635375
836,1144908025053904896
837,1165188051145900032
838,706769676
839,355743468
840,1200079623045963776
841,1125515015887265792
842,1185080484734222336
843,1200341611085025280
844,1199681666278543360
845,914249296563789824
846,1133862750084403200
847,1199629116657397760
848,1189938721359114240
849,1202250768184557568
850,708599511849897984
851,777840973
852,890452667281133568
853,1196621547068362752
854,1197918880724848640
855,1157157152659656704
856,1187211380950106112
857,1112916069922947072
858,1204085380271624192
859,1194033381995999232
860,968063798375473152
861,1077525090198147072
862,1180843324908789760
863,940448582385090560
864,220892372
865,1179971132360814592
866,1199321874947133440
867,1200773775869919232
868,1154924110272585728
869,1193161464200204288
870,1195272125684142080
871,1196787448795271168
872,1130650069252730880
873,615093406
874,410734530
875,1071753406841155584
876,938686440619237376
877,1167351303917338624
878,1205123203632230400
879,1197867394724585472
880,1202857405878427648
881,2863571511
882,83786013
883,1200757351197708288
884,1044805733550882816
885,1189350723592392704
886,1201404215802753024
887,475513700
888,1146121146871484416
889,1126084074437632000
890,992033849063292928
891,540226240
892,1200264302168461312
893,1122010227618930688
894,792458042491056128
895,1164098359646232576
896,1192928057033510912
897,1198116597556056064
898,388179228
899,1161224895943987200
900,1148993941871579136
901,1203980876465369088
902,761121065175179264
903,1200757351197708288
904,89879585
905,1179492737776640000
906,1037485484790804480
907,1160782269608366080
908,1188828266112544768
909,1141624332222894080
910,1201252651804983296
911,1192925090544934912
912,1189440221701529600
913,1189889190420459520
914,1201807184541048832
915,1200785275670024192
916,1092969965672587264
917,1144421697119870976
918,1191629422677245952
919,1188730111438118912
920,1186423834154455040
921,1087717018516647936
922,911924453923184640
923,798822935351869440
924,1177665032273874944
925,1204807958921502720
926,1071405928262459392
927,1201395035897389056
928,1151490200733749248
929,1074874825175314432
930,1199799182342553600
931,1140065661827162112
932,1199248066387120128
933,1199938416936288256
934,706489142662672384
935,1154684961120608256
936,1144863699611467776
937,1061276969810022400
938,1200754620139593728
939,96402895
940,921528486216400896
941,1195345984760320000
942,1185177209125818368
943,1181563444169990144
944,1195583193937694720
945,758928155339960320
946,1189102621073825792
947,1196342411582029824
948,2943280602
949,1197926319729852416
950,1200325162303754240
951,1199159634784747520
952,1151081126502342656
953,2194263901
954,1186556514472988672
955,1170497431739330560
956,1201707236843671552
957,1200990940803911680
958,1201419967935078400
959,1183684368071450624
960,267800851
961,1022640274919444480
962,837778635515809792
963,1198440420369240064
964,1114453344129409024
965,1189928363105738752
966,1076308752901390336
967,1197806191033778176
968,1922576360
969,1202824970235023360
970,1047802521127809024
971,1196355316964712448
972,795697158729043968
973,1200303982217814016
974,1123436701072928768
975,1200756770928390144
976,1183079776178720768
977,1194196272359493632
978,1197709694413889536
979,1199248066387120128
980,1195979775153602560
981,823202139937746944
982,949035339695321088
983,1195651064134946816
984,1197926319729852416
985,1200756770928390144
986,3011304327
987,975627282751504384
988,1138926275781746688
989,1194904465494556672
990,1192928057033510912
991,1186258343259561984
992,1200778058447253504
993,1132136273852882944
994,1036873704460832768
995,1204669353762807808
996,1192007653267918848
997,952123266105135104
998,1200087942175133696
999,1200757351197708288
1000,1189879730968788992
1001,1198116597556056064
1002,1146343678992093184
1003,1199580228407812096
1004,1085147303730499584
1005,142623108
1006,1185506787778355200
1007,1194402208176979968
1008,1169824500407357440
1009,1185783925672562688
1010,1202550925144936448
1011,960837734251184128
1012,1200779682611744768
1013,1142094258058346496
1014,1068516158800687104
1015,1196812565495435264
1016,1167612325110566912
1017,1153161770040733696
1018,1201127451184656384
1019,1105758632384307200
1020,2986444718
1021,491990041
1022,1204765174403497984
1023,1125850358461263872
1024,269872028
1025,1197709694413889536
1026,863451214280708096
1027,1203187174562136064
1028,1198910193419067392
1029,1200343276580007936
1030,1176917797718245376
1031,452180668
1032,1199946919776333824
1033,1199565735531405312
1034,1110757291119120384
1035,1111033518518226944
1036,1063416878339567616
1037,1131199763691388928
1038,226052394
1039,139470123
1040,949425770543292416
1041,1141469644441579520
1042,1192046682172559360
1043,758928155339960320
1044,1195852114754297856
1045,118257751
1046,1195272125684142080
1047,2854393081
1048,1200766998382145536
1049,1196269550725001216
1050,1194636555370938368
1051,1197709694413889536
1052,4073629154
1053,1200604567123251200
1054,1107800390102183936
1055,1189092794456895488
1056,1199946919776333824
1057,1195266862742790144
1058,1197709694413889536
1059,1112871353038733312
1060,922843235591917568
1061,1197709694413889536
1062,1188708187723091968
1063,1199531846591111168
1064,1197202418531885056
1065,1168794324454084608
1066,1199353216061902848
1067,1115941449227333632
1068,1182952370281439232
1069,1189102621073825792
1070,1188708187723091968
1071,1086108068646023168
1072,1197140423178776576
1073,1196553195410997248
1074,1200764558618480640
1075,1092443607070433280
1076,1112884220760711168
1077,876156740961615872
1078,1197709694413889536
1079,1191364587267883008
1080,916708830
1081,1181344533012836352
1082,1159003676758827008
1083,1189369919986495488
1084,1204764764695490560
1085,1164753494093336576
1086,1186556514472988672
1087,1170901430535737344
1088,1178556703618433024
1089,1195749769458548736
1090,1196540766069198848
1091,1197889673668046848
1092,1086465655249940480
1093,1119177176547385344
1094,1200754620139593728
1095,1200098938960961536
1096,1168721335687819264
1097,1121549003928170496
1098,1137864557341233152
1099,1076906629579210752
1100,1105795039987265536
1101,3140930974
1102,1126795528111439872
1103,1050576810201702400
1104,1177850171670982656
1105,1206140690658283520
1106,1205107059831689216
1107,1107266121483194368
1108,1143740779749421056
1109,1089736117677568000
1110,1105297024843436032
1111,1172959955248304128
1112,311225799
1113,1186289899227344896
1114,804034292
1115,1203579592457347072
1116,1174312626634907648
1117,1183788537717522432
1118,2738972090
1119,1061502327348031488
1120,252997912
1121,971164374961414144
1122,1120540125937717248
1123,1188225918013038592
1124,1105105988820992000
1125,1132104272986791936
1126,1117320649876238336
1127,3414464114
1128,153280000
1129,2946803768
1130,150864713
1131,1123216146659008512
1132,1158009761935192064
1133,1166600518095069184
1134,1184650632537329664
1135,1205783642921811968
1136,1166327353938563072
1137,955431203493982208
1138,1107266121483194368
1139,1185813058129543168
1140,1187258798269960192
1141,1113133146088734720
1142,1070521174063374336
1143,1107306823135068160
1144,121756119
1145,1196655533777981440
1146,1179233180580073472
1147,1493243972
1148,1156573192368074752
1149,2173906506
1150,135937818
1151,866759212323426304
1152,1192007300455657472
1153,936095327534268416
1154,1199946919776333824
1155,1396627880
1156,1074224308442914816
1157,1205550958559793152
1158,1176804332626305024
1159,1106529474579828736
1160,1122885883508797440
1161,1196345670698819584
1162,2329784821
1163,3195631838
1164,163030507
1165,1159679888124628992
1166,1512163272
1167,1111163227612676096
1168,996995504432078848
1169,1186178993625518080
1170,967849458120712192
1171,417719931
1172,303830133
1173,1196005638972661760
1174,1189461927908372480
1175,1025009702629867520
1176,1149636579264094208
1177,1166274956675600384
1178,1189858055522938880
1179,334692401
1180,220261327
1181,1203520910789099520
1182,1014121672612315136
1183,1198194527351103488
1184,1203520910789099520
1185,1203641035907309568
1186,726610728786882560
1187,1192088670225891328
1188,1203520910789099520
1189,1045379226247938048
1190,2580569905
1191,1149332673032155136
1192,1105029927869603840
1193,1203520910789099520
1194,929152631339024384
1195,709641773987930112
1196,2894677454
1197,1203520910789099520
1198,1082553223930535936
1199,4243102033
1200,1112734647857938432
1201,1204724408314683392
1202,1109405513660289024
1203,1157336049103675392
1204,1002352571724357632
1205,162650265
1206,88895009
1207,1953617413
1208,1201820445806215168
1209,1194402208176979968
1210,1143111434445787136
1211,1204053969602899968
1212,1202595844123320320
1213,1194791242175000576
1214,844222534480515072
1215,1191021187683340288
1216,847113772426706944
1217,1148807297335848960
1218,1073246369769353216
1219,889741037635227648
1220,1087333318469681152
1221,928319429259149312
1222,4659193754
1223,1201736043545841664
1224,1184661735841685504
1225,184406728
1226,4855160933
1227,1192963107779497984
1228,4428458172
1229,1057143112131215360
1230,1093445656528580608
1231,1205866070004977664
1232,1083313334395392000
1233,1205030958673453056
1234,1046641747605032960
1235,1102534605683544064
1236,230149277
1237,1182416734646521856
1238,1179447199274426368
1239,1156608349120520192
1240,1192814556386598912
1241,1192098565872447488
1242,1196355324376018944
1243,1200367335594434560
1244,2821555328
1245,843042504760942592
1246,866598330565918720
1247,1118391568975716352
1248,1194791242175000576
1249,961609969018613760
1250,269644394
1251,1668041708
1252,272511654
1253,796706065177903104
1254,1040872846778486784
1255,196329746
1256,1135852834065223680
1257,1078793539528536064
1258,1180751107657801728
1259,1106006093673582592
1260,1174317598353178624
1261,1189120507443965952
1262,1198620526979117056
1263,1171412839803871232
1264,2912574518
1265,950406936121372672
1266,1194992693190877184
1267,1126489703706836992
1268,3018232849
1269,1167410596398153728
1270,795441299763568640
1271,1076348154981736448
1272,842296326117179392
1273,1043375791575375872
1274,1193271328071020544
1275,310754534
1276,1196485044023562240
1277,1177981258401382400
1278,1191242758754713600
1279,1153794794235150336
1280,1030090041832271872
1281,1114720201348505600
1282,916987313892188160
1283,1190529305287090176
1284,2337525962
1285,1196441662706212864
1286,145242853
1287,1203571829295603712
1288,1139347067938017280
1289,1087588856101097472
1290,118205038
1291,1141383154814599168
1292,1162880148057669632
1293,945667286190272512
1294,889068345206554624
1295,960430396411338752
1296,146135912
1297,1084706384560586752
1298,1191224658214838272
1299,1193901541691817984
1300,163437824
1301,848509446
1302,1182768181401677824
1303,1116965077880410112
1304,3018232849
1305,1203373764517466112
1306,1199541183829032960
1307,1183687914070241280
1308,1196473401138827264
1309,1070276357760835584
1310,1123147128115793920
1311,1130806736208588800
1312,1172441504037498880
1313,1175708089930043392
1314,1198479786609262592
1315,998473094971899904
1316,1119101644434628608
1317,1116348252901773312
1318,1171684431704117248
1319,282320974
1320,970283492155117568
1321,1126474278172483584
1322,1182432629485817856
1323,1122854632219451392
1324,986525077452681216
1325,1266648266
1326,1112300336176222208
1327,1123146181213872128
1328,1266897613
1329,1101670344459464704
1330,943142611
1331,1123146181213872128
1332,1106018432720478208
1333,1039536410733117440
1334,1194378745253105664
1335,1027037446960164864
1336,1119261319813914624
1337,2783681880
1338,2912574518
1339,1098660974771519488
1340,1130708346208542720
1341,1143653575899435008
1342,1204971603294949376
1343,1101331831625052160
1344,1192732321822081024
1345,1190520581692645376
1346,1189735054940884992
1347,1170368101315047424
1348,22883606
1349,1118010480864501760
1350,1126621604991995904
1351,1199918877016084480
1352,1056099404598235136
1353,1204397737338458112
1354,1074878062964035584
1355,1161268759434149888
1356,1030090041832271872
1357,1200113629019942912
1358,1187034632602214400
1359,1190234913858961408
1360,1204745479969366016
1361,1176771869875290112
1362,905598673215565824
1363,1198479786609262592
1364,1200040048407658496
1365,1164808829424377856
1366,1187278389364674560
1367,1106196747691282432
1368,978514749410353152
1369,1179637793850445824
1370,1064500517731131392
1371,1196485044023562240
1372,3561931998
1373,1625342730
1374,1173100253349703680
1375,1164752701927768064
1376,1199384976678162432
1377,1149269527466631168
1378,1197941302559563776
1379,1151300325556379648
1380,1124597957154619392
1381,1144283802442727424
1382,219867859
1383,1105662074
1384,1128975540260659200
1385,1712590502
1386,1194282656097136640
1387,1074878062964035584
1388,906033301571244032
1389,1200257400332120064
1390,302558497
1391,979162813011644416
1392,1871849461
1393,950369462280048640
1394,1180005084454768640
1395,379382447
1396,1192030513059356672
1397,1153547967082557440
1398,1168756781566152704
1399,120699514
1400,1621313275
1401,1205715068081573888
1402,1202191288126173184
1403,1201736043545841664
1404,123542908
1405,1154191088413896704
1406,1084591688503439360
1407,3975712289
1408,63105946
1409,1143190428633559040
1410,33923443
1411,1141977372096266240
1412,1094620386929438720
1413,108530755
1414,1198199599023955968
1415,134027454
1416,1184082993624649728
1417,1198117202529939456
1418,134135701
1419,1202141440291139584
1420,1197929215699628032
1421,1152094700997734400
1422,871616884054949888
1423,1194933487523921920
1424,1147335410021855232
1425,1182950098893852672
1426,1124268865867763712
1427,1123262459043831808
1428,871603947441577984
1429,290532151
1430,1184008073783857152
1431,1158219949845778432
1432,4793536086
1433,1206375006952931328
1434,1173496372810723328
1435,880670687127629824
1436,1197202245697196032
1437,893155153
1438,1170291171534331904
1439,1641662215
1440,1138710638903955456
1441,1194933487523921920
1442,188215032
1443,968209707990241280
1444,1189798058218778624
1445,1166486221901549568
1446,1203639082863222784
1447,1200283536298668032
1448,2917761650
1449,1196305452788670464
1450,1165979143730712576
1451,208920239
1452,934346737354915840
1453,2494277587
1454,1198467681856319488
1455,236811934
1456,1189158267336851456
1457,162650265
1458,874517098365571072
1459,1206269242967855104
1460,1204336675817541632
1461,1205846777456316416
1462,1037134675364331520
1463,1191341740273258496
1464,113842747
1465,457131335
1466,134841238
1467,822317204834119680
1468,116374982
1469,1120390745142198272
1470,150864713
